id,address,sale_date,asked_price,sold_price,rooms,living_space,has_balcony,floor,avgift,driftskostnad,built,total_floors,has_lift,lat,lng,avgift_sqm,valdistrikt
1609,Krokslätts Parkgata 63B,2019-10-25,2395000.0,2395000,2.0,41.0,,,2297.0,5191.0,1955-01-01,,0,57.67604617809409,11.991431438602227,56.02439024390244,Sörgården Västra
1610,Blandsädesgatan 2C,2019-10-25,1950000.0,2150000,2.0,67.0,,,4159.0,4860.0,2100-01-01,3.0,0,57.66207856386609,11.995188207939599,62.07462686567164,Bosgården Norra
1611,Kvarnbyvallen 25,2019-10-25,2995000.0,3050000,2.0,64.0,,,3339.0,4680.0,2016-01-01,,1,57.65935842472035,12.021907931202371,52.171875,Kvarnbyn Södra
1612,Flyttfågelvägen 19,2019-10-25,2245000.0,2520000,2.0,65.0,,,3138.0,5040.0,2010-01-01,,1,57.57033519178967,12.073431162722535,48.276923076923076,Skånhälla Fågelsten
1613,Torallagatan 4 B,2019-10-24,1995000.0,2370000,2.0,54.0,,,2539.0,4920.0,1957-01-01,3.0,0,57.6602924859505,12.002865398657976,47.01851851851852,Bosgården Södra
1614,Bågskyttegatan 3A,2019-10-24,2195000.0,2150000,3.0,72.0,,,4568.0,5000.0,1959-01-01,,0,57.65990706603189,11.999878777793104,63.44444444444444,Fässberg Västra
1615,Gärdegatan 2D,2019-10-23,3195000.0,3400000,2.0,72.0,,,3623.0,8550.0,2012-01-01,5.0,1,57.67643398073973,12.002841019969518,50.31944444444444,Sörgården Östra
1616,Ridspögatan 5B,2019-10-23,1675000.0,1775000,1.0,37.0,,,2383.0,5100.0,1967-01-01,3.0,0,57.646229779318425,12.009071107816496,64.4054054054054,Åby Västra
1617,Holmåkravägen 5L,2019-10-23,2695000.0,2900000,4.0,105.0,,,4761.0,21793.0,1966-01-01,,0,57.57832228882,12.071367422488589,45.34285714285714,Skånhälla Bräcka
1618,Utsädesgatan 2C,2019-10-23,2480000.0,2750000,3.0,77.0,,,4544.0,6860.0,1970-01-01,,0,57.66033740698739,11.994158434407199,59.01298701298701,Västerberg
1619,Prytzgatan 29,2019-10-23,2595000.0,2770000,3.0,69.0,,,4389.0,4284.0,1946-01-01,3.0,0,57.65208001318526,12.012076626579592,63.608695652173914,Broslätt Västra
1620,Häradsgatan 28B,2019-10-23,2195000.0,2410000,3.0,73.0,,,4653.0,2820.0,1955-01-01,4.0,0,57.662033387423456,12.00540490849931,63.73972602739726,Stadshuset Norra
1621,Vänortsgatan 4 B,2019-10-23,1695000.0,1900000,2.0,58.0,,,4286.0,4740.0,1950-01-01,,0,57.66291034894154,12.01246000308457,73.89655172413794,Stadshuset Södra
1622,Vetekornsgatan 5,2019-10-22,2650000.0,2575000,5.0,114.0,,,7289.0,6780.0,1968-01-01,,0,57.65861027082188,11.989186990795538,63.93859649122807,Ekhaga
1623,Åby Allé 33,2019-10-21,3395000.0,3700000,3.0,78.0,,,4270.0,7094.0,2014-01-01,,1,57.65153928501452,11.9976024623727,54.743589743589745,Stallbacken
1624,Kallblodsgatan 6B,2019-10-21,2050000.0,2000000,2.0,65.0,,,4297.0,4920.0,1967-01-01,,0,57.64615357325162,12.005473406587988,66.1076923076923,Åby Västra
1625,Rullharvsgatan 4A,2019-10-21,2095000.0,2150000,2.0,55.0,,,3154.0,2400.0,1970-01-01,3.0,0,57.66395983051184,11.99152738080184,57.345454545454544,Västerberg
1626,Tvillinggatan 7A,2019-10-21,2095000.0,2270000,2.0,54.0,,,2775.0,3516.0,1960-01-01,,0,57.65791988607002,11.997192353648213,51.388888888888886,Fässberg Västra
1627,Krokslätts Parkgata 53A,2019-10-19,2250000.0,2425000,2.0,57.0,,,4390.0,6535.0,1952-01-01,,0,57.67540326812066,11.993497890022836,77.01754385964912,Sörgården Västra
1628,Kvarnbyvallen 19,2019-10-19,1895000.0,2010000,1.0,33.0,,,2249.0,,2015-01-01,6.0,1,57.6586710506985,12.022869790718422,68.15151515151516,Kvarnbyn Södra
1629,Ponnygatan 8A,2019-10-18,2150000.0,2200000,3.0,78.0,,,4991.0,4440.0,2100-01-01,3.0,0,57.64713011730367,12.010656537685083,63.98717948717949,Åby Västra
1630,Ålegårdsgatan 28,2019-10-18,2695000.0,2700000,3.0,91.0,1.0,,5633.0,15948.0,2100-01-01,,0,57.62816997062453,12.029120650090373,61.9010989010989,Balltorp Östra
1582,Kvarnbygatan 31,2019-10-17,1995000.0,2100000,1.0,41.0,,,2507.0,5420.0,2016-01-01,,1,57.658251758906204,12.027968141704164,61.146341463414636,Kvarnbyn Södra
1632,Irisgatan 3B,2019-10-17,2695000.0,2695000,4.0,76.0,,,5019.0,3500.0,1968-01-01,,0,57.64999417908069,12.0158525318437,66.03947368421052,Åby Östra
1633,Kvarnbygatan 41,2019-10-17,3695000.0,3930000,3.0,83.0,,,4252.0,,2016-01-01,10.0,1,57.657774198071415,12.029063600737215,51.2289156626506,Kvarnbyn Södra
1634,Kvarnbygatan 35,2019-10-17,2895000.0,3200000,2.0,61.0,,,3389.0,5592.0,2016-01-01,4.0,1,57.65791725517147,12.028649466778324,55.557377049180324,Kvarnbyn Södra
1635,Pinnharvsgatan 1 I,2019-10-16,1995000.0,2160000,2.0,66.0,,,4022.0,3600.0,2100-01-01,,0,57.66218663936811,11.99444137730147,60.93939393939394,Bosgården Norra
1636,Ridspögatan 8A,2019-10-16,2395000.0,2600000,3.0,78.0,,,4091.0,5280.0,1967-01-01,,0,57.64683712525967,12.009289317966404,52.44871794871795,Åby Västra
1637,Ålegårdsgatan 90,2019-10-16,2175000.0,2410000,2.0,66.0,,,4555.0,3620.0,1984-01-01,,0,57.627402533335086,12.027826291004072,69.01515151515152,Balltorp Östra
1638,Streteredsvägen 1B,2019-10-16,1895000.0,1895000,2.0,53.0,,,3208.0,3156.0,1960-01-01,,0,57.61134823902683,12.049970454392405,60.528301886792455,Brattås Norra
1628,Kvarnbyvallen 19,2019-10-16,1895000.0,2010000,1.0,33.0,,,2249.0,,2015-01-01,6.0,1,57.6586710506985,12.022869790718422,68.15151515151516,Kvarnbyn Södra
1640,Torallagatan 2D,2019-10-16,2195000.0,2310000,2.0,54.0,,,3232.0,2400.0,2100-01-01,3.0,0,57.66088380953027,12.00202842560881,59.851851851851855,Bosgården Södra
1628,Kvarnbyvallen 19,2019-10-16,,2010000,1.0,33.0,,,2249.0,,2015-01-01,6.0,1,57.6586710506985,12.022869790718422,68.15151515151516,Kvarnbyn Södra
1642,Pinnharvsgatan 3 A,2019-10-16,2995000.0,3275000,4.0,95.0,,,5398.0,6720.0,1968-01-01,,0,57.66288533369687,11.99396428001997,56.82105263157895,Bosgården Norra
1643,Vänortsgatan 25,2019-10-16,,2500000,1.0,43.0,,,1741.0,,2014-01-01,,1,57.66507641648493,12.009799602380648,40.48837209302326,Stadshuset Norra
1644,Gärdegatan 2D,2019-10-15,3495000.0,3600000,3.0,78.0,,,3920.0,3500.0,2012-01-01,5.0,1,57.67643398073973,12.002841019969518,50.256410256410255,Sörgården Östra
1645,Bågskyttegatan 2 D,2019-10-15,2795000.0,2925000,3.0,76.0,,,2882.0,11208.0,1961-01-01,,0,57.65990815358544,11.998788697945624,37.921052631578945,Fässberg Västra
1646,Krokslätts Parkgata 54 A,2019-10-15,,3100000,3.0,67.0,,,3758.0,5520.0,1944-01-01,,0,57.6763284278888,11.99196167114963,56.08955223880597,Sörgården Västra
1647,Krokslätts Parkgata 53B,2019-10-14,2095000.0,2350000,2.0,58.0,,,4478.0,4500.0,1952-01-01,,0,57.67551329856164,11.993589432771524,77.20689655172414,Sörgården Västra
1648,Torggatan 108,2019-10-14,2795000.0,2900000,4.0,107.0,,,6507.0,5500.0,1987-01-01,,1,57.6601931600302,12.02071594758516,60.81308411214953,Kvarnbyn Norra
1649,Pinnharvsgatan 2 E,2019-10-12,2495000.0,2550000,3.0,76.0,1.0,,4228.0,4560.0,2100-01-01,,0,57.66378577422102,11.992900247224213,55.63157894736842,Västerberg
1650,Pinnharvsgatan 1C,2019-10-11,2495000.0,2850000,3.0,78.0,,,4637.0,7500.0,1968-01-01,,0,57.662850034236456,11.9943696937299,59.44871794871795,Bosgården Norra
1651,Häradsgatan 29,2019-10-11,2395000.0,2750000,2.0,59.0,,,3693.0,2100.0,1957-01-01,,1,57.66218677144567,12.004671144710986,62.59322033898305,Bosgården Södra
1384,Åby Allé 7,2019-10-11,2150000.0,2300000,2.0,45.0,,,2935.0,3960.0,2017-01-01,7.0,1,57.64957380024625,11.994697033352189,65.22222222222223,Stallbacken
1653,Tvillinggatan 5C,2019-10-10,1895000.0,2080000,2.0,56.0,,,2831.0,5700.0,1960-01-01,,0,57.65783222059974,11.996528876846913,50.55357142857143,Fässberg Västra
1654,Kvarnbygatan 37,2019-10-10,2150000.0,2160000,2.0,43.0,,,2781.0,4080.0,2017-01-01,4.0,1,57.65811350227782,12.028968771476219,64.67441860465117,Kvarnbyn Södra
1655,Krokslättsgatan 8 A,2019-10-10,2695000.0,3000000,3.0,85.0,,,4756.0,6180.0,1938-01-01,,0,57.67501949470832,12.006111727328863,55.95294117647059,Krokslätt
1656,Djäknegatan 1 A,2019-10-10,1750000.0,1970000,1.0,47.0,,,2999.0,4200.0,1958-01-01,3.0,0,57.66215901626378,12.006534912708492,63.808510638297875,Stadshuset Norra
1657,Bågskyttegatan 1F,2019-10-09,1550000.0,1650000,1.0,38.0,,,2597.0,3360.0,1959-01-01,,0,57.66035875473343,11.999975614429383,68.34210526315789,Fässberg Västra
1658,Utsädesgatan 6 B,2019-10-09,2250000.0,2500000,3.0,77.0,,,4544.0,4680.0,1970-01-01,,0,57.66076821676672,11.992999215885444,59.01298701298701,Västerberg
1659,Frälsegårdsgatan 3A,2019-10-08,2195000.0,2200000,2.0,57.0,,,3200.0,3600.0,1956-01-01,,0,57.66060223559185,12.001146125629921,56.14035087719298,Bosgården Södra
1660,Häradsgatan 27,2019-10-07,2250000.0,2500000,2.0,57.0,,,3606.0,4800.0,1957-01-01,,1,57.661426035796815,12.005186680617728,63.26315789473684,Bosgården Södra
1661,Fullblodsgatan 7A,2019-10-07,1795000.0,1850000,1.0,36.0,,,3049.0,4200.0,1967-01-01,3.0,0,57.64711111055346,12.012133253194724,84.69444444444444,Åby Västra
1662,Kvarnbyvallen 21,2019-10-07,2295000.0,2400000,2.0,45.0,,,2859.0,3840.0,2016-01-01,,1,57.65901882965274,12.022371761588305,63.53333333333333,Kvarnbyn Södra
1663,Delbancogatan 11E,2019-10-07,2495000.0,2705000,3.0,75.0,,,4303.0,5280.0,1963-01-01,,0,57.662675599832426,12.021937732532257,57.373333333333335,Kvarnbyn Norra
1664,Lövgatan 2 B,2019-10-05,2250000.0,2550000,3.0,76.0,,,4303.0,3200.0,1964-01-01,3.0,0,57.66195125763201,12.023238109752498,56.61842105263158,Kvarnbyn Norra
1665,Lejonstensgatan 3,2019-10-04,1995000.0,2700000,2.0,80.0,,,5626.0,4000.0,1993-01-01,,1,57.64746637712914,12.045596785058912,70.325,Glasberget Södra
1666,Utsädesgatan 2D,2019-10-04,2295000.0,2500000,3.0,77.0,,,4544.0,6672.0,1970-01-01,,0,57.660450620390634,11.994383834077153,59.01298701298701,Västerberg
1667,Växthusgatan 10,2019-10-04,3650000.0,3800000,3.0,74.0,,,5302.0,2196.0,2014-01-01,2.0,1,57.65892132281795,12.012905553419369,71.64864864864865,Stadshuset Södra
1668,Kvarnbyvallen 23,2019-10-04,3875000.0,3925000,2.0,64.0,,,3576.0,6192.0,2016-01-01,,1,57.65912332063442,12.022229045475466,55.875,Kvarnbyn Södra
1669,Åby Allé 7,2019-10-04,2995000.0,3200000,3.0,64.0,,,3717.0,5400.0,2017-01-01,7.0,1,57.64957380024625,11.994697033352189,58.078125,Stallbacken
1670,Hagåkersgatan 24 B,2019-10-04,1995000.0,2500000,3.0,64.0,,,2782.0,4500.0,1960-01-01,,0,57.66242716372946,12.003058144081628,43.46875,Bosgården Södra
1671,Larssons berg 5,2019-10-04,3395000.0,3450000,3.0,75.0,,,5017.0,8520.0,2012-01-01,,0,57.6647794685329,12.038804631375436,66.89333333333333,Lackarebäck Norra
1672,Prytzgatan 39,2019-10-04,1495000.0,1900000,1.0,27.0,,,1376.0,4140.0,1945-01-01,,0,57.65186526065439,12.01021657919354,50.96296296296296,Broslätt Västra
1673,Tvillinggatan 4B,2019-10-03,2195000.0,2425000,2.0,59.0,,,3501.0,3600.0,1961-01-01,,0,57.65745211475337,11.99604050534388,59.33898305084746,Fässberg Västra
1674,Gladiolusgatan 3B,2019-10-03,2250000.0,2380000,3.0,76.0,,,4722.0,4200.0,1967-01-01,,0,57.65081324776466,12.015902601368898,62.13157894736842,Broslätt Östra
1675,Sörgårdsgatan 9,2019-10-03,2450000.0,2475000,2.0,56.0,,,2716.0,2400.0,1938-01-01,,0,57.675463591204405,12.004749769847864,48.5,Krokslätt
1676,Höjdgatan 85,2019-10-03,2995000.0,4300000,2.0,72.0,,,4129.0,12000.0,1981-01-01,,0,57.65901929538286,12.039995372835623,57.34722222222222,Lackarebäck Södra
1555,Fullblodsgatan 5A,2019-10-02,2095000.0,2095000,3.0,66.0,,,4396.0,4800.0,2100-01-01,,0,57.646952017548635,12.012246914654735,66.60606060606061,Åby Västra
1678,Toltorpsgatan 111,2019-10-02,2595000.0,3150000,2.0,59.0,,,2608.0,10428.0,2014-01-01,,1,57.662728205970225,11.998320822348191,44.20338983050848,Bosgården Norra
1679,Gladiolusgatan 5D,2019-10-01,1700000.0,1700000,1.0,35.0,,,2247.0,3600.0,1967-01-01,,0,57.65078388809464,12.014278831537444,64.2,Broslätt Östra
1680,Blandsädesgatan 6 A,2019-10-01,1675000.0,1700000,1.0,32.0,,,2361.0,3480.0,1971-01-01,,0,57.661647734244255,11.996347443500145,73.78125,Bosgården Norra
1681,Bergskroken 6,2019-10-01,2980000.0,3125000,2.0,61.0,,,3623.0,6600.0,2019-01-01,8.0,1,57.66912437390542,12.008426226718969,59.39344262295082,Krokslätt
1682,Åby Allé 27,2019-09-30,3795000.0,4220000,3.0,86.0,,,4910.0,6367.0,2015-01-01,,1,57.651136870255655,11.996931591011084,57.093023255813954,Stallbacken
1683,Gärdegatan 2B,2019-09-30,2650000.0,2800000,2.0,54.0,,,2769.0,6768.0,2012-01-01,,0,57.67687574434613,12.002519327818213,51.27777777777778,Sörgården Östra
1524,Kvarnbygatan 29,2019-09-30,2145000.0,2130000,1.0,43.0,,,2551.0,3600.0,2020-01-01,,1,57.658557541293305,12.02797665379295,59.325581395348834,Kvarnbyn Södra
1685,Axgatan 8,2019-09-30,1595000.0,1700000,1.0,40.0,,,2891.0,3240.0,1967-01-01,3.0,0,57.65822515233476,11.988112207240803,72.275,Ekhaga
1686,Broslättsgatan 13,2019-09-28,2295000.0,2690000,1.0,43.0,,,2771.0,4812.0,2018-01-01,17.0,1,57.65419337628369,12.015172216067334,64.44186046511628,Broslätt Östra
1687,Kvarnbyvallen 19,2019-09-28,4295000.0,4275000,4.0,95.0,,,4674.0,10824.0,2015-01-01,6.0,1,57.6586710506985,12.022869790718422,49.2,Kvarnbyn Södra
1688,Jungfruplatsen 1b ,2019-09-27,1995000.0,2200000,3.0,72.0,,,4568.0,7300.0,1959-01-01,,0,57.65895972708553,12.000862547510787,63.44444444444444,Fässberg Östra
1689,Åby allé 39,2019-09-27,3995000.0,4350000,4.0,93.0,,,5218.0,9396.0,2017-01-01,8.0,1,57.6518132717302,11.998921043961381,56.10752688172043,Stallbacken
1690,Kvarnbygatan 45,2019-09-27,1795000.0,2000000,1.0,38.0,,,2466.0,4080.0,2018-01-01,,0,57.65771486837211,12.02883370400714,64.89473684210526,Kvarnbyn Södra
1691,Larssons Berg 4,2019-09-27,3295000.0,3300000,3.0,69.0,,,3723.0,4260.0,2017-01-01,,0,57.6659436285615,12.038240075715867,53.95652173913044,Lackarebäck Norra
1692,Broslättsgatan 15,2019-09-27,3770000.0,3770000,3.0,79.0,,,4137.0,8400.0,2018-01-01,,1,57.65435365718062,12.015108745426923,52.36708860759494,Broslätt Östra
1693,Bergskroken 4,2019-09-27,3650000.0,3800000,3.0,78.0,,,4359.0,3620.0,2017-01-01,7.0,1,57.66877124701231,12.009075932824606,55.88461538461539,Krokslätt
1694,Hagåkersgatan 4 D lgh 1301,2019-09-27,1880000.0,2100000,1.0,37.0,,,2385.0,5500.0,1952-01-01,,0,57.66424099117815,12.00981809269191,64.45945945945945,Stadshuset Norra
1695,Åby Allé 3,2019-09-27,2995000.0,3200000,3.0,65.0,,,3431.0,,2100-01-01,4.0,1,57.65034187236276,11.994113786331331,52.784615384615385,Stallbacken
1696,Blandsädesgatan 1 B,2019-09-27,1995000.0,2025000,2.0,62.0,,,3738.0,5340.0,1970-01-01,3.0,0,57.660678456142875,11.994515901132885,60.29032258064516,Västerberg
1625,Rullharvsgatan 4A,2019-09-26,1895000.0,2100000,2.0,55.0,,,3154.0,2400.0,1970-01-01,3.0,0,57.66395983051184,11.99152738080184,57.345454545454544,Västerberg
1698,Skrittgatan 4C,2019-09-26,1695000.0,1830000,1.0,46.0,,,2465.0,8684.0,1967-01-01,,0,57.64594799900321,12.008557901489924,53.58695652173913,Åby Västra
1699,Gladiolusgatan 5A,2019-09-26,2495000.0,2720000,4.0,92.0,,,5640.0,4440.0,2100-01-01,,0,57.650794282931294,12.015099450725263,61.30434782608695,Broslätt Östra
1700,Hagåkersgatan 9B,2019-09-26,3495000.0,3600000,6.0,127.0,,,7718.0,4320.0,1958-01-01,,0,57.662788227424095,12.005778684004206,60.77165354330709,Stadshuset Norra
1701,Heljereds Byväg 55,2019-09-26,3690000.0,3880000,4.0,132.0,,,6471.0,18000.0,2007-01-01,,0,57.598486281202085,12.043412727264927,49.02272727272727,Hallen Södra
1702,Rullharvsgatan 5 C,2019-09-26,1995000.0,2330000,2.0,65.0,,,3606.0,4380.0,1970-01-01,,0,57.66279013947216,11.990718692859092,55.47692307692308,Västerberg
899,Hagåkersgatan 18 B,2019-09-26,2295000.0,2600000,3.0,70.0,,,4418.0,5700.0,1958-01-01,,0,57.66305242881782,12.005169929783754,63.114285714285714,Stadshuset Norra
1704,Åby allé 39,2019-09-26,2295000.0,2310000,2.0,52.0,,,2949.0,4980.0,2017-01-01,8.0,1,57.6518132717302,11.998921043961381,56.71153846153846,Stallbacken
1705,Streteredsvägen 1a,2019-09-25,1895000.0,2050000,3.0,68.0,,,3940.0,5700.0,1960-01-01,,0,57.61148318988353,12.049976258620996,57.94117647058823,Brattås Norra
1706,Kvarnbygatan 31,2019-09-25,1995000.0,2250000,1.0,42.0,,,2695.0,4500.0,2016-01-01,,1,57.658251758906204,12.027968141704164,64.16666666666667,Kvarnbyn Södra
1707,Lövgatan 2B,2019-09-25,2595000.0,2705000,3.0,75.0,,,4303.0,3696.0,1963-01-01,,0,57.66195125763201,12.023238109752498,57.373333333333335,Kvarnbyn Norra
1708,Bågskyttegatan 3 D,2019-09-25,1500000.0,1800000,3.0,85.0,,,4811.0,,1959-01-01,3.0,0,57.66001844798909,12.000406187665162,56.6,Fässberg Västra
1709,Krokslätts Parkgata 9,2019-09-25,1695000.0,2050000,1.0,34.0,,,1643.0,5400.0,2100-01-01,,0,57.67598688549815,12.0044549333888,48.3235294117647,Sörgården Östra
1710,Kvarnbyvallen 27,2019-09-25,4195000.0,4345000,4.0,95.0,,,4508.0,5100.0,2016-01-01,,1,57.659471589418814,12.022133413012286,47.45263157894737,Kvarnbyn Södra
1711,Pinnharvsgatan 2A,2019-09-24,1790000.0,2150000,2.0,66.0,,,3787.0,,1970-01-01,,0,57.66337890638932,11.9935544609382,57.378787878787875,Västerberg
1712,Åby Allé 1,2019-09-24,2180000.0,2425000,2.0,44.0,,,2679.0,3600.0,2100-01-01,,1,57.650440544430566,11.99410562166931,60.88636363636363,Stallbacken
1713,Kvarnbygatan 31,2019-09-24,1995000.0,2200000,1.0,42.0,1.0,,2507.0,3456.0,2016-01-01,,1,57.658251758906204,12.027968141704164,59.69047619047619,Kvarnbyn Södra
1714,Bergskroken 2,2019-09-24,2995000.0,3330000,2.0,61.0,,,3347.0,1860.0,2100-01-01,7.0,1,57.66924007795422,12.009137944590304,54.868852459016395,Krokslätt
1517,Hagåkersgatan 4 B,2019-09-24,,2400000,2.0,57.0,,,3894.0,4800.0,1952-01-01,,0,57.663992198251236,12.009939207575785,68.3157894736842,Stadshuset Norra
1716,Frälsegårdsgatan 1A,2019-09-23,1895000.0,2210000,2.0,54.0,,,3047.0,4900.0,1957-01-01,3.0,0,57.660915399575586,12.001086723960654,56.425925925925924,Bosgården Södra
1717,Störtfjällsgatan 130,2019-09-23,1895000.0,2100000,2.0,44.0,,,3606.0,4620.0,1940-01-01,,0,57.658837548417885,12.021162529586665,81.95454545454545,Kvarnbyn Södra
1718,Åby Allé 43,2019-09-20,1895000.0,2100000,1.0,39.0,,,2259.0,4080.0,2018-01-01,5.0,1,57.65212183502049,11.999046440379896,57.92307692307692,Stallbacken
1719,Dalbogatan 1C,2019-09-20,1995000.0,2100000,1.0,40.0,,,2158.0,4800.0,1959-01-01,,0,57.674644359713604,11.994466658238776,53.95,Sörgården Västra
1720,Åbybergsgatan 40,2019-09-20,2895000.0,3110000,3.0,82.0,,,2657.0,5400.0,1946-01-01,,0,57.65275490421049,12.011350484314663,32.40243902439025,Broslätt Västra
1721,Blandsädesgatan 8E,2019-09-20,1795000.0,1885000,2.0,63.0,,,3994.0,4800.0,2100-01-01,3.0,0,57.66146924069584,11.994131821610326,63.3968253968254,Bosgården Norra
1722,Kvarnbyvallen 21,2019-09-20,2995000.0,3100000,2.0,64.0,,,3339.0,3780.0,2016-01-01,,1,57.65901882965274,12.022371761588305,52.171875,Kvarnbyn Södra
1723,Vänortsgatan 7 A,2019-09-20,2100000.0,2345000,2.0,52.0,,,3674.0,1860.0,1952-01-01,,0,57.663932048955466,12.01081624592548,70.65384615384616,Stadshuset Norra
1724,Kvarnbyvallen 23,2019-09-20,3595000.0,3800000,3.0,79.0,,,3907.0,4560.0,2016-01-01,,1,57.65912332063442,12.022229045475466,49.45569620253165,Kvarnbyn Södra
1725,Blandsädesgatan 3C,2019-09-19,1695000.0,1820000,2.0,62.0,,,3738.0,5200.0,1970-01-01,,0,57.66118660328597,11.993585048282137,60.29032258064516,Västerberg
1726,Gärdegatan 2 B,2019-09-19,,2750000,2.0,55.0,,,2809.0,1920.0,2012-01-01,,1,57.67688312682557,12.002451610420819,51.07272727272727,Sörgården Östra
1515,Åby Allé 5,2019-09-19,1495000.0,1580000,1.0,25.0,,,2119.0,3852.0,2017-01-01,,1,57.64987560394683,11.99453795011758,84.76,Stallbacken
1728,Blandsädesgatan 2 A,2019-09-19,2395000.0,2700000,3.0,80.0,,,4860.0,2220.0,1971-01-01,,0,57.66191572637216,11.994765662313661,60.75,Bosgården Norra
1729,Kvarnbygatan 29,2019-09-19,3075000.0,3075000,2.0,66.0,,,3557.0,4200.0,2020-01-01,,1,57.658557541293305,12.02797665379295,53.89393939393939,Kvarnbyn Södra
1730,Rullharvsgatan 1 C,2019-09-18,2295000.0,2475000,3.0,71.0,,,4043.0,5460.0,1970-01-01,,0,57.663511115511454,11.991933518267524,56.943661971830984,Västerberg
1731,Piltegatan 5 C,2019-09-18,2750000.0,3120000,3.0,70.0,1.0,,4093.0,,2100-01-01,,0,57.66134554994208,12.004824385199816,58.47142857142857,Bosgården Södra
1732,Samuel Norbergsgatan 9,2019-09-18,1795000.0,2100000,1.0,40.0,,,2441.0,6000.0,2100-01-01,,0,57.65756292149199,12.027722692003605,61.025,Kvarnbyn Södra
1733,Hökegårdsgatan 4 B,2019-09-18,1795000.0,2120000,1.0,39.0,,,2532.0,1740.0,1956-01-01,3.0,0,57.67508312954119,11.993641843733418,64.92307692307692,Sörgården Västra
1734,Vetekornsgatan 13,2019-09-18,2250000.0,2720000,3.0,82.0,,,5316.0,4900.0,1968-01-01,3.0,0,57.65805790650324,11.989769370310054,64.82926829268293,Ekhaga
1735,Larssons Berg 15,2019-09-17,,3650000,3.0,75.0,,,4717.0,9800.0,2015-01-01,,1,57.66582416538299,12.037360928517106,62.89333333333333,Lackarebäck Norra
1736,Hultavägen 85,2019-09-17,1995000.0,2250000,3.0,75.0,,,5252.0,11400.0,1992-01-01,,0,57.60484962930164,12.080116081769917,70.02666666666667,Stretered
1737,Toltorpsgatan 107,2019-09-17,1995000.0,2200000,1.0,45.0,,,2176.0,7150.0,2015-01-01,3.0,1,57.66298771721247,11.998651549308441,48.355555555555554,Bosgården Norra
1738,Rullharvsgatan 4 D,2019-09-17,2095000.0,2410000,2.0,66.0,,,3787.0,6000.0,2100-01-01,,0,57.66368495670474,11.990929634285761,57.378787878787875,Västerberg
1658,Utsädesgatan 6 B,2019-09-17,2250000.0,2640000,3.0,77.0,,,4544.0,4680.0,1970-01-01,,0,57.66076821676672,11.992999215885444,59.01298701298701,Västerberg
1740,Gärdegatan 2 E,2019-09-17,3650000.0,3650000,3.0,83.0,,,5017.0,2700.0,2013-01-01,2.0,1,57.67605350029679,12.002335594007171,60.44578313253012,Sörgården Östra
1741,Gundas gata 244,2019-09-16,1995000.0,2150000,2.0,50.0,1.0,,3219.0,1440.0,2100-01-01,,0,57.63069959307042,12.018609346653111,64.38,Balltorp Västra
1742,Gladiolusgatan 5B,2019-09-14,2750000.0,2930000,4.0,92.0,,,5640.0,5240.0,1967-01-01,,0,57.65079151680074,12.014982324673808,61.30434782608695,Broslätt Östra
1714,Bergskroken 2,2019-09-14,2980000.0,3185000,2.0,61.0,,,3347.0,1860.0,2100-01-01,7.0,1,57.66924007795422,12.009137944590304,54.868852459016395,Krokslätt
1744,Granitvägen 26,2019-09-13,2495000.0,2595000,3.0,81.0,,,4176.0,9600.0,1964-01-01,,0,57.5824295387162,12.088071236000204,51.55555555555556,Valås
1745,Gärdegatan 2 E,2019-09-13,3500000.0,3500000,2.0,52.0,,,3194.0,2280.0,2013-01-01,2.0,1,57.67605350029679,12.002335594007171,61.42307692307692,Sörgården Östra
1746,Gärdegatan 2E,2019-09-12,3795000.0,4100000,3.0,90.0,,,5397.0,4700.0,2015-01-01,6.0,1,57.676221473517664,12.00297600653503,59.96666666666667,Sörgården Östra
1747,Samuel Norbergsgatan 4,2019-09-12,2995000.0,3300000,2.0,77.0,,,3900.0,6288.0,2016-01-01,,1,57.65750240874589,12.027442592157822,50.64935064935065,Kvarnbyn Södra
1748,Häradsgatan 27,2019-09-12,2180000.0,2375000,2.0,61.0,,,3768.0,2100.0,1957-01-01,,1,57.661426035796815,12.005186680617728,61.77049180327869,Bosgården Södra
1749,Gustavsgatan 1 B,2019-09-12,2995000.0,3600000,5.0,133.0,,,8833.0,2820.0,1929-01-01,,0,57.65926648806922,12.033670255272707,66.41353383458646,Lackarebäck Södra
1750,Vänortsgatan 8,2019-09-11,2250000.0,2250000,3.0,78.0,,,5007.0,2100.0,1952-01-01,3.0,0,57.66366530995836,12.012079240071847,64.1923076923077,Stadshuset Södra
1751,Åbybergsgatan 43,2019-09-11,3150000.0,3530000,3.0,75.0,,,3907.0,5220.0,1947-01-01,,0,57.65251283935492,12.01061594936111,52.093333333333334,Broslätt Västra
1752,Varmblodsgatan 3B,2019-09-10,2295000.0,2400000,3.0,75.0,,,4051.0,5300.0,2100-01-01,3.0,0,57.645873408086686,12.006166999250254,54.013333333333335,Åby Västra
1753,Släpharvsgatan 5 A,2019-09-10,1795000.0,1900000,1.0,45.0,,,2735.0,4380.0,1970-01-01,,0,57.663843841349696,11.989675415840434,60.77777777777778,Toltorp Södra
1754,Åby Allé 7,2019-09-10,2195000.0,2195000,2.0,44.0,,,2902.0,5700.0,2017-01-01,7.0,1,57.64957380024625,11.994697033352189,65.95454545454545,Stallbacken
