id,address,sale_date,asked_price,sold_price,rooms,living_space,has_balcony,floor,avgift,driftskostnad,built,total_floors,has_lift,lat,lng,avgift_sqm,valdistrikt
563,Eklanda Hage 145C,2020-12-30,4350000.0,4510000,5.0,116.0,,,6296.0,15456.0,1997-01-01,,0,57.654145682076276,11.963736575292543,54.275862068965516,Eklanda Västra
564,Högenvägen 23,2020-12-30,2595000.0,2800000,3.0,72.0,1.0,2.0,3735.0,7140.0,2100-01-01,2.0,0,57.60777974411471,12.058046036213792,51.875,Brattås Södra
565,Frälsegårdsgatan 1 B,2020-12-29,1150000.0,2300000,2.0,54.0,,2.0,2539.0,4980.0,1957-01-01,3.0,0,57.66076092038739,12.001015634516756,47.01851851851852,Bosgården Södra
566,Toltorpsgatan 50 B,2020-12-29,900000.0,2000000,1.0,34.0,,,1781.0,,2100-01-01,,0,57.673122880135374,11.978521941825793,52.38235294117647,Toltorp Norra
567,Broslättsgatan 36 lgh 1203,2020-12-23,3150000.0,3150000,2.0,54.0,1.0,2.0,3506.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,64.92592592592592,Broslätt Västra
567,Broslättsgatan 36 lgh 1203,2020-12-23,3150000.0,3150000,2.0,54.0,1.0,2.0,3506.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,64.92592592592592,Broslätt Västra
569,Häradsgatan 31,2020-12-22,2350000.0,2560000,2.0,57.0,1.0,3.0,3501.0,4320.0,1957-01-01,7.0,1,57.662186223088625,12.004268707644245,61.421052631578945,Bosgården Södra
570,Pinnharvsgatan 7E,2020-12-21,1850000.0,1850000,2.0,53.0,,1.0,3622.0,3660.0,1968-01-01,3.0,0,57.661413692522984,11.99217435174692,68.33962264150944,Västerberg
571,Tvillinggatan 7 A,2020-12-18,2200000.0,2620000,3.0,66.0,1.0,2.0,2836.0,6300.0,1960-01-01,3.0,0,57.65791988607002,11.997192353648213,42.96969696969697,Fässberg Västra
572,Utsädesgatan 4 B,2020-12-17,2100000.0,2560000,3.0,77.0,1.0,1.0,4544.0,5880.0,1970-01-01,3.0,0,57.660423342845725,11.993614701739078,59.01298701298701,Västerberg
573,Tallkottegatan 2a,2020-12-16,2795000.0,2795000,2.0,68.0,,1.0,4362.0,,1981-01-01,,0,57.661668001544776,12.040265784242061,64.1470588235294,Lackarebäck Södra
574,Broslättsgatan 36 lgh 1001,2020-12-15,1700000.0,1700000,1.0,25.0,,,1880.0,,2100-01-01,,1,57.654087260234576,12.011442052275216,75.2,Broslätt Västra
574,Broslättsgatan 36 lgh 1001,2020-12-15,1700000.0,1700000,1.0,25.0,,,1880.0,,2100-01-01,,1,57.654087260234576,12.011442052275216,75.2,Broslätt Västra
576,Broslättsgatan 13,2020-12-15,3795000.0,4000000,3.0,79.0,1.0,3.0,4137.0,7020.0,2018-01-01,17.0,1,57.65419337628369,12.015172216067334,52.36708860759494,Broslätt Östra
577,Ponnygatan 8 B,2020-12-14,2895000.0,3150000,4.0,97.0,,1.0,5716.0,7956.0,1967-01-01,3.0,0,57.647053210070524,12.01044494564102,58.92783505154639,Åby Västra
578,Broslättsgatan 36 lgh 1201,2020-12-11,3150000.0,3150000,2.0,55.0,1.0,2.0,3571.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,64.92727272727272,Broslätt Västra
579,Broslättsgatan 36 lgh 1102,2020-12-11,2300000.0,2300000,1.0,35.0,1.0,1.0,2392.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,68.34285714285714,Broslätt Västra
580,Toltorpsgatan 135 - Vån 4,2020-12-11,4895000.0,5475000,4.0,118.0,1.0,4.0,5400.0,2556.0,2013-01-01,6.0,1,57.662744833106665,11.999778471703944,45.76271186440678,Bosgården Norra
581,Blandsädesgatan 6 B,2020-12-11,1695000.0,1925000,2.0,50.0,,1.0,3175.0,5400.0,1971-01-01,3.0,0,57.66143823836846,11.996230614396145,63.5,Bosgården Norra
582,Hagåkersgatan 4 A,2020-12-10,,1280000,1.0,18.0,,2.0,1757.0,3660.0,1952-01-01,3.0,0,57.66385922731946,12.010017241312921,97.61111111111111,Stadshuset Norra
583,Axgatan 28,2020-12-09,1695000.0,1800000,1.0,40.0,,2.0,2891.0,2500.0,1967-01-01,3.0,0,57.65894694723531,11.987851118550397,72.275,Ekhaga
584,Streteredsvägen 1A,2020-12-09,,2200000,3.0,68.0,,1.0,4034.0,,1960-01-01,,0,57.6114668099606,12.05004457234721,59.3235294117647,Brattås Norra
585,Åby Allé 47,2020-12-09,2495000.0,2750000,2.0,48.0,1.0,3.0,2702.0,4272.0,2018-01-01,6.0,1,57.65206414159311,12.000023602910533,56.291666666666664,Stallbacken
586,Eklanda Vall 25,2020-12-09,4730000.0,4730000,4.0,102.0,,,4381.0,29160.0,2003-01-01,,0,57.650336400416066,11.968296486059863,42.950980392156865,Eklanda Östra
4,Kvarnbygatan 39,2020-12-08,1995000.0,2250000,1.0,34.0,,4.0,2561.0,1440.0,2017-01-01,,1,57.65805582240293,12.029191474519497,75.32352941176471,Kvarnbyn Södra
588,Toltorpsgatan 137,2020-12-08,3450000.0,3450000,3.0,77.0,,,3982.0,7500.0,2013-01-01,,1,57.66290613024676,11.999379423277365,51.714285714285715,Bosgården Norra
589,Axgatan 12,2020-12-07,2495000.0,2660000,3.0,82.0,1.0,2.0,5207.0,5400.0,1967-01-01,3.0,0,57.657263754834545,11.988879424111405,63.5,Ekhaga
590,Sörgårdsgatan 29,2020-12-07,1850000.0,1930000,1.0,35.0,,2.0,2527.0,4104.0,1929-01-01,3.0,0,57.674727644285866,12.001002377240393,72.2,Sörgården Östra
591,Varmblodsgatan 2 C,2020-12-07,2320000.0,2320000,2.0,65.0,1.0,1.0,3655.0,5700.0,1967-01-01,3.0,0,57.645792170466045,12.006911243523906,56.23076923076923,Åby Västra
592,Vetekornsgatan 35,2020-12-07,2295000.0,2570000,3.0,82.0,1.0,3.0,5699.0,7032.0,2100-01-01,3.0,0,57.65893059696474,11.990183323067333,69.5,Ekhaga
593,Broslättsgatan 36 lgh 1204,2020-12-05,3100000.0,3100000,2.0,55.0,1.0,2.0,3571.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,64.92727272727272,Broslätt Västra
593,Broslättsgatan 36 lgh 1204,2020-12-05,3100000.0,3100000,2.0,55.0,1.0,2.0,3571.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,64.92727272727272,Broslätt Västra
595,Torallagatan 2D,2020-12-04,2095000.0,2400000,2.0,54.0,1.0,3.0,3286.0,5216.0,2100-01-01,3.0,0,57.66088380953027,12.00202842560881,60.851851851851855,Bosgården Södra
596,Krokslättsgatan 8 D,2020-12-04,1595000.0,2050000,1.0,38.0,,2.0,2567.0,3840.0,1938-01-01,3.0,0,57.67510443968008,12.005903407234827,67.55263157894737,Krokslätt
597,Blandsädesgatan 8 D,2020-12-04,2750000.0,3100000,4.0,95.0,1.0,3.0,5671.0,6600.0,1971-01-01,3.0,0,57.661365180281436,11.99429136378894,59.694736842105264,Bosgården Norra
598,Samuel Norbergsgatan 9,2020-12-04,3700000.0,3700000,3.0,77.0,,2.0,4563.0,8400.0,2100-01-01,,0,57.65756292149199,12.027722692003605,59.25974025974026,Kvarnbyn Södra
599,Blandsädesgatan 1C,2020-12-04,2180000.0,2300000,2.0,62.0,,3.0,3738.0,,2100-01-01,3.0,0,57.66082299027282,11.994168547743035,60.29032258064516,Västerberg
600,Torggatan 110,2020-12-04,2750000.0,2955000,3.0,92.0,,3.0,5498.0,5592.0,2100-01-01,,1,57.66011903015355,12.020621415186136,59.76086956521739,Kvarnbyn Norra
601,Åby Allé 25,2020-12-03,3950000.0,4250000,3.0,80.0,1.0,3.0,4560.0,3457.0,2100-01-01,6.0,1,57.65079145438372,11.996390140191274,57.0,Stallbacken
602,Broslättsgatan 36 lgh 1202,2020-12-03,3200000.0,3200000,2.0,54.0,1.0,2.0,3506.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,64.92592592592592,Broslätt Västra
603,Broslättsgatan 36 lgh 1002,2020-12-03,1750000.0,1750000,1.0,25.0,1.0,,1880.0,,2100-01-01,,1,57.654087260234576,12.011442052275216,75.2,Broslätt Västra
604,Larssons berg 3,2020-12-03,5295000.0,6200000,4.0,110.0,1.0,5.0,6594.0,8820.0,2013-01-01,5.0,1,57.66450574071728,12.039397167970632,59.945454545454545,Lackarebäck Norra
605,Krokslätts Parkgata 54A,2020-12-03,2250000.0,2350000,2.0,57.0,,3.0,3286.0,4860.0,1944-01-01,3.0,0,57.67633779634591,11.99197767133937,57.64912280701754,Sörgården Västra
606,Splintvedsgatan 4,2020-12-03,4995000.0,4900000,3.0,75.0,1.0,3.0,4482.0,8160.0,2018-01-01,,0,57.6244479503503,12.008886072964708,59.76,Balltorp Västra
607,Vänortsgatan 10 A,2020-12-03,1295000.0,1430000,1.0,19.0,,2.0,1817.0,3720.0,1952-01-01,3.0,0,57.66404536460396,12.011427440586568,95.63157894736842,Stadshuset Södra
608,Krokslättsgatan 6B,2020-12-03,2250000.0,2320000,2.0,54.0,,2.0,3386.0,3620.0,1938-01-01,3.0,0,57.67506052934595,12.006326430730562,62.7037037037037,Krokslätt
609,Kvarnbygatan 39,2020-12-03,2295000.0,2400000,2.0,43.0,1.0,,2781.0,2868.0,2017-01-01,,1,57.65805582240293,12.029191474519497,64.67441860465117,Kvarnbyn Södra
610,Växthusgatan 5,2020-12-02,2095000.0,2520000,2.0,63.0,1.0,3.0,4115.0,3500.0,2100-01-01,4.0,0,57.65864363805464,12.012945162360195,65.31746031746032,Stadshuset Södra
611,Streteredsvägen 61A,2020-12-02,1250000.0,1350000,1.0,23.0,1.0,3.0,1066.0,6684.0,1964-01-01,3.0,0,57.609393352242925,12.070240152203528,46.34782608695652,Stretered
612,Dalbogatan 3 D,2020-12-02,2295000.0,2610000,2.0,54.0,1.0,2.0,2422.0,6660.0,1957-01-01,,0,57.67494692465106,11.995095867906429,44.851851851851855,Sörgården Västra
613,Prytzgatan 29,2020-12-01,1750000.0,1780000,1.0,36.0,,3.0,2742.0,4000.0,1946-01-01,3.0,0,57.65208001318526,12.012076626579592,76.16666666666667,Broslätt Västra
614,Larssons Berg 7,2020-12-01,3350000.0,3350000,3.0,74.0,1.0,2.0,4989.0,4860.0,2012-01-01,5.0,1,57.66501422294719,12.038466832636482,67.41891891891892,Lackarebäck Norra
615,Baazgatan 5C,2020-12-01,2395000.0,3211000,3.0,76.0,1.0,1.0,4096.0,5100.0,1966-01-01,3.0,0,57.65158896876146,12.01449766713043,53.89473684210526,Broslätt Östra
616,Larssons Berg 8,2020-12-01,3495000.0,3650000,3.0,69.0,1.0,3.0,3797.0,8460.0,2017-01-01,5.0,1,57.665289267543805,12.039081707142003,55.028985507246375,Lackarebäck Norra
617,Broslättsgatan 15,2020-12-01,4095000.0,4620000,4.0,83.0,,,4442.0,8880.0,2018-01-01,,1,57.65435365718062,12.015108745426923,53.51807228915663,Broslätt Östra
618,Blandsädesgatan 8 E,2020-11-30,2180000.0,2180000,2.0,63.0,,2.0,3916.0,5460.0,1971-01-01,,0,57.66146924069584,11.994131821610326,62.15873015873016,Bosgården Norra
619,Varmblodsgatan 4B,2020-11-30,2395000.0,2600000,3.0,77.0,1.0,1.0,4149.0,8916.0,2100-01-01,,0,57.645901652096256,12.006600498582136,53.883116883116884,Åby Västra
620,Broslättsgatan 36 lgh 1101,2020-11-29,2250000.0,2250000,1.0,35.0,1.0,1.0,2392.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,68.34285714285714,Broslätt Västra
621,Torallagatan 2b ,2020-11-28,2295000.0,2400000,2.0,53.0,1.0,1.0,3201.0,568.0,1957-01-01,3.0,0,57.66112822805808,12.00172316250237,60.39622641509434,Bosgården Södra
622,Broslättsgatan 36 lgh 1104,2020-11-27,2200000.0,2200000,1.0,35.0,1.0,1.0,2392.0,,2100-01-01,2.0,1,57.654087260234576,12.011442052275216,68.34285714285714,Broslätt Västra
623,Pinnharvsgatan 3A,2020-11-27,1845000.0,2000000,2.0,50.0,,3.0,3511.0,3600.0,2100-01-01,3.0,0,57.66298679152172,11.994073274093912,70.22,Bosgården Norra
624,Högenvägen 153,2020-11-27,2150000.0,2150000,2.0,72.0,1.0,2.0,3735.0,5820.0,1980-01-01,2.0,0,57.60791459482743,12.059977519596819,51.875,Brattås Södra
625,Larssons Berg 10,2020-11-27,2495000.0,2700000,2.0,56.0,1.0,4.0,3281.0,7680.0,2016-01-01,5.0,1,57.665022549197786,12.039589822630893,58.589285714285715,Lackarebäck Norra
626,Streteredsvägen 1 B,2020-11-27,1990000.0,2025000,2.0,53.0,1.0,,3286.0,5500.0,1960-01-01,,0,57.61133887795333,12.049954467068405,62.0,Brattås Norra
50,Ponnygatan 7B,2020-11-26,2450000.0,2550000,3.0,66.0,1.0,2.0,4007.0,12500.0,1967-01-01,3.0,0,57.64676536810268,12.010435104421452,60.71212121212121,Åby Västra
628,Rullharvsgatan 3 B,2020-11-26,2350000.0,2500000,3.0,71.0,1.0,2.0,4447.0,5400.0,1970-01-01,3.0,0,57.663276904292815,11.991533654842828,62.63380281690141,Västerberg
629,Åby Allé 3,2020-11-26,2350000.0,2575000,2.0,44.0,,1.0,2679.0,4740.0,2100-01-01,4.0,1,57.65034187236276,11.994113786331331,60.88636363636363,Stallbacken
630,Åby Allé 29,2020-11-25,3795000.0,3975000,3.0,80.0,1.0,2.0,4560.0,4152.0,2100-01-01,3.0,1,57.65135737260389,11.996376877329324,57.0,Stallbacken
631,Vänortsgatan 28,2020-11-25,3895000.0,4000000,3.0,81.0,1.0,3.0,2905.0,,2012-01-01,,1,57.66514158945886,12.011035320047164,35.864197530864196,Stadshuset Norra
632,Broslättsgatan 13,2020-11-25,,4050000,3.0,79.0,,5.0,4137.0,7800.0,2018-01-01,17.0,1,57.65419337628369,12.015172216067334,52.36708860759494,Broslätt Östra
633,Häradsgatan 28A,2020-11-24,2395000.0,2395000,2.0,64.0,1.0,4.0,4145.0,6600.0,1955-01-01,4.0,0,57.66202441715933,12.00540564828656,64.765625,Stadshuset Norra
45,Skrittgatan 6B,2020-11-24,2395000.0,2550000,3.0,78.0,1.0,3.0,4235.0,5400.0,1967-01-01,3.0,0,57.64650297033634,12.008461919826344,54.294871794871796,Åby Västra
635,Axgatan 20,2020-11-24,2350000.0,2575000,3.0,69.0,1.0,2.0,4497.0,4320.0,1967-01-01,3.0,0,57.6586345809336,11.98718951645159,65.17391304347827,Ekhaga
636,Kvarnbyvallen 15,2020-11-24,1995000.0,2155000,1.0,33.0,,,2249.0,2592.0,2017-01-01,,1,57.65834475725314,12.02351696283398,68.15151515151516,Kvarnbyn Södra
637,Fabriksgatan 4F,2020-11-23,2395000.0,2395000,2.0,59.0,,4.0,4080.0,5050.0,1944-01-01,4.0,0,57.67420453805275,12.006615120419616,69.15254237288136,Krokslätt
638,Heljereds byväg 23,2020-11-23,3495000.0,3800000,4.0,116.0,,,6021.0,27996.0,2007-01-01,,0,57.599032067764895,12.045611651570939,51.9051724137931,Hallen Södra
639,Häradsgatan 27,2020-11-23,2495000.0,2810000,2.0,57.0,1.0,3.0,3464.0,4320.0,1957-01-01,,1,57.661426035796815,12.005186680617728,60.771929824561404,Bosgården Södra
640,Landshövdingegatan 33,2020-11-23,3500000.0,3500000,2.0,57.0,,3.0,3711.0,11400.0,2100-01-01,,0,57.674488313002186,11.993573684888482,65.10526315789474,Sörgården Östra
641,Rektor Jönssons väg 23,2020-11-20,3195000.0,3195000,4.0,85.0,1.0,2.0,4781.0,6800.0,2018-01-01,2.0,0,57.61046396613064,12.073000731319844,56.247058823529414,Stretered
642,Utsädesgatan 6A ,2020-11-20,2295000.0,2350000,3.0,77.0,1.0,2.0,4455.0,3960.0,2100-01-01,,0,57.660662565361406,11.993091812109363,57.857142857142854,Västerberg
643,Axgatan 10 (ACCEPTERAT PRIS),2020-11-20,2400000.0,2400000,3.0,86.0,1.0,3.0,5424.0,,1969-01-01,,0,57.658183290252424,11.987864153790499,63.06976744186046,Ekhaga
644,Åby allé 39,2020-11-20,3195000.0,3740000,3.0,65.0,1.0,5.0,3751.0,7452.0,2017-01-01,8.0,1,57.6518132717302,11.998921043961381,57.707692307692305,Stallbacken
645,Larssons Berg 2,2020-11-20,4995000.0,5830000,4.0,89.0,1.0,5.0,4904.0,10440.0,2017-01-01,5.0,1,57.6662938214664,12.037842528447717,55.10112359550562,Lackarebäck Norra
646,Jungfruplatsen 1C,2020-11-20,2295000.0,2485000,3.0,72.0,1.0,2.0,4636.0,5220.0,1959-01-01,3.0,0,57.658865259764,12.000669126193266,64.38888888888889,Fässberg Östra
647,Åby Allé 33,2020-11-20,2995000.0,3400000,3.0,66.0,1.0,4.0,3870.0,6060.0,2014-01-01,,1,57.65153928501452,11.9976024623727,58.63636363636363,Stallbacken
648,Lammevallsgatan 42E,2020-11-19,2395000.0,2600000,3.0,74.0,1.0,3.0,4181.0,5856.0,1961-01-01,3.0,0,57.65799597460278,11.994721134602138,56.5,Fässberg Västra
649,Baazgatan 5C,2020-11-19,2500000.0,2500000,2.0,65.0,,1.0,3577.0,4896.0,1966-01-01,3.0,0,57.65158896876146,12.01449766713043,55.03076923076923,Broslätt Östra
650,Växthusgatan 9,2020-11-19,2095000.0,2550000,2.0,53.0,1.0,2.0,3528.0,5994.0,1952-01-01,3.0,0,57.65829605494522,12.01040820912563,66.56603773584905,Stadshuset Södra
651,Kallblodsgatan 2 A,2020-11-18,2195000.0,2350000,2.0,65.0,1.0,2.0,4406.0,4500.0,1967-01-01,3.0,0,57.644771456768794,12.004799497120189,67.78461538461538,Balltorp Västra
652,Pinnharvsgatan 3E,2020-11-18,2495000.0,2650000,3.0,80.0,1.0,,4804.0,5760.0,1968-01-01,,0,57.66250582813493,11.993123642294359,60.05,Bosgården Norra
653,Toltorpsgatan 50B,2020-11-18,2495000.0,2680000,2.0,58.0,1.0,2.0,2816.0,3235.0,1962-01-01,3.0,0,57.673151790635046,11.978603411748068,48.55172413793103,Toltorp Norra
654,Ponnygatan 7B,2020-11-18,2390000.0,2390000,3.0,66.0,1.0,4.0,3670.0,7980.0,1967-01-01,3.0,0,57.64676536810268,12.010435104421452,55.60606060606061,Åby Västra
655,Frälsegårdsgatan 7 B,2020-11-18,2495000.0,3020000,3.0,77.0,1.0,2.0,3488.0,10884.0,1956-01-01,,0,57.660004726109975,12.002101001125263,45.298701298701296,Bosgården Södra
656,Eklanda Skog 89,2020-11-18,1895000.0,2010000,1.0,38.0,,1.0,2057.0,4824.0,1994-01-01,,0,57.65441694515532,11.965675610724599,54.13157894736842,Eklanda Västra
657,Rullharvsgatan 6A,2020-11-17,1695000.0,1820000,1.0,45.0,1.0,,2899.0,6072.0,1970-01-01,,0,57.663523503984,11.990188328490031,64.42222222222222,Toltorp Södra
658,Toltorpsgatan 133,2020-11-17,3995000.0,4300000,4.0,91.0,1.0,2.0,4514.0,12000.0,2013-01-01,,1,57.662453582506615,12.000003780095176,49.604395604395606,Bosgården Norra
659,Landshövdingegatan 33,2020-11-17,4100000.0,4100000,3.0,71.0,,3.0,4583.0,12660.0,2100-01-01,,0,57.674488313002186,11.993573684888482,64.54929577464789,Sörgården Östra
660,Larssons Berg 3,2020-11-16,,3950000,3.0,74.0,,1.0,4857.0,8520.0,2013-01-01,,0,57.66450574071728,12.039397167970632,65.63513513513513,Lackarebäck Norra
661,Tallkottegatan 2C,2020-11-15,3995000.0,4050000,4.0,101.0,1.0,3.0,5994.0,12208.0,1981-01-01,3.0,1,57.66240981378377,12.040087929247882,59.34653465346535,Lackarebäck Södra
662,Blandsädesgatan 2 B,2020-11-14,1350000.0,1570000,1.0,38.0,,,2609.0,4560.0,1971-01-01,,0,57.66200163038087,11.99497656346997,68.65789473684211,Bosgården Norra
663,Pinnharvsgatan 3A,2020-11-13,2095000.0,2200000,2.0,66.0,1.0,2.0,4102.0,3227.0,2100-01-01,3.0,0,57.66298679152172,11.994073274093912,62.15151515151515,Bosgården Norra
664,Knarrhögsgatan 8B,2020-11-13,2195000.0,2500000,2.0,60.0,1.0,3.0,4326.0,5267.0,2100-01-01,3.0,0,57.658196703343634,12.01304899599011,72.1,Stadshuset Södra
397,Kvarnbyvallen 27,2020-11-13,4395000.0,4955000,4.0,95.0,1.0,2.0,4508.0,8100.0,2016-01-01,,1,57.659471589418814,12.022133413012286,47.45263157894737,Kvarnbyn Södra
666,Kvarnbyvallen 19,2020-11-13,4195000.0,4420000,4.0,95.0,1.0,2.0,4674.0,8424.0,2015-01-01,6.0,1,57.6586710506985,12.022869790718422,49.2,Kvarnbyn Södra
667,Bågskyttegatan 4D,2020-11-13,2745000.0,3000000,3.0,76.0,,3.0,3179.0,5028.0,1961-01-01,,0,57.65921675609123,11.999952576409493,41.828947368421055,Fässberg Västra
668,Pinnharvsgatan 7B,2020-11-12,2195000.0,2435000,2.0,63.0,1.0,1.0,3990.0,3500.0,1968-01-01,3.0,0,57.66168856026474,11.992772071064982,63.333333333333336,Västerberg
669,Kvarnbyvallen 5,2020-11-12,3995000.0,4020000,3.0,73.0,1.0,3.0,4296.0,3000.0,2017-01-01,,1,57.65848527859104,12.025668550492814,58.84931506849315,Kvarnbyn Södra
670,Kallblodsgatan 2B,2020-11-12,2175000.0,2360000,2.0,65.0,1.0,1.0,4406.0,5196.0,1967-01-01,3.0,0,57.64565267543246,12.0051962025435,67.78461538461538,Åby Västra
671,Vetekornsgatan 15,2020-11-12,2750000.0,3360000,5.0,114.0,,1.0,7356.0,6860.0,1968-01-01,4.0,0,57.65794607691036,11.989979858589798,64.52631578947368,Ekhaga
672,Gladiolusgatan 3C,2020-11-12,1895000.0,2300000,1.0,44.0,,,2825.0,2700.0,1967-01-01,,0,57.65085758816085,12.015496604055219,64.20454545454545,Broslätt Östra
673,Baazgatan 5B,2020-11-12,2195000.0,2660000,2.0,65.0,1.0,2.0,3577.0,3600.0,1966-01-01,3.0,0,57.651612047363095,12.014713717245852,55.03076923076923,Broslätt Östra
674,Pinnharvsgatan 2D,2020-11-11,2495000.0,2495000,3.0,76.0,1.0,0.0,4521.0,3000.0,1969-01-01,,0,57.663457004846855,11.99457101003508,59.48684210526316,Västerberg
675,Krokslätts Parkgata 52A,2020-11-11,2495000.0,2700000,3.0,60.0,,1.0,3679.0,4860.0,1939-01-01,3.0,0,57.67630529259791,11.992500443333782,61.31666666666667,Sörgården Västra
676,Vänortsgatan 26,2020-11-10,3650000.0,3870000,3.0,81.0,,1.0,2905.0,,2012-01-01,,0,57.66518340673825,12.011283448967927,35.864197530864196,Stadshuset Norra
677,Kärnvedsgatan 16,2020-11-10,4450000.0,4450000,5.0,106.0,,,4681.0,20880.0,2020-01-01,,0,57.62709284619755,12.001028721731284,44.160377358490564,Balltorp Västra
678,Eklanda Äng 100,2020-11-10,,4550000,4.0,102.0,,2.0,0.0,,2100-01-01,,0,57.64932207570521,11.97022521821265,0.0,Eklanda Östra
679,Gärdegatan 2 E,2020-11-09,2850000.0,3030000,2.0,59.0,1.0,2.0,3580.0,6192.0,2013-01-01,2.0,1,57.67605350029679,12.002335594007171,60.67796610169491,Sörgården Östra
680,Ridspögatan 8A,2020-11-09,2395000.0,2250000,3.0,78.0,1.0,2.0,4132.0,4200.0,1967-01-01,,0,57.64683712525967,12.009289317966404,52.97435897435897,Åby Västra
681,Rullharvsgatan 3B,2020-11-08,2295000.0,2295000,3.0,71.0,1.0,,4316.0,4186.0,1970-01-01,,0,57.6632679341444,11.991534398089346,60.7887323943662,Västerberg
682,Kärnvedsgatan 8,2020-11-08,4695000.0,4650000,4.0,106.0,,,4681.0,20880.0,2020-01-01,,0,57.62693153924828,12.001427364676255,44.160377358490564,Balltorp Västra
683,Kvarnbyvallen 19 (ACCEPTERAT PRIS),2020-11-07,2100000.0,2100000,1.0,33.0,,,2483.0,6900.0,2016-01-01,,0,57.65867765611039,12.022768639088323,75.24242424242425,Kvarnbyn Södra
684,Annestorpsvägen 89,2020-11-07,2845000.0,2950000,5.0,127.0,1.0,,6591.0,14400.0,1987-01-01,,0,57.585702937418084,12.095959112765788,51.89763779527559,Sinntorp Norra
685,Irisgatan 5G ,2020-11-06,2095000.0,2440000,2.0,65.0,1.0,1.0,4374.0,6754.0,1968-01-01,,0,57.650306087801326,12.014217514275762,67.29230769230769,Åby Östra
686,Toltorpsgatan 115,2020-11-06,1950000.0,2275000,1.0,39.0,1.0,2.0,2081.0,5460.0,2014-01-01,,1,57.662535232959826,11.998521248352843,53.35897435897436,Bosgården Norra
687,Samuel Norbergsgatan 9,2020-11-06,2195000.0,2300000,1.0,40.0,,4.0,2490.0,2256.0,2100-01-01,,0,57.65756292149199,12.027722692003605,62.25,Kvarnbyn Södra
688,Krokslätts Parkgata 54 A,2020-11-06,2450000.0,2800000,2.0,58.0,,,3334.0,2800.0,1944-01-01,,0,57.6763284278888,11.99196167114963,57.48275862068966,Sörgården Västra
689,Kvarnvägen 6 P,2020-11-05,2195000.0,2400000,2.0,60.0,1.0,2.0,2386.0,,2100-01-01,2.0,0,57.58427257288637,12.095119345338764,39.766666666666666,Sinntorp Norra
690,Åby allé 45,2020-11-05,,4000000,3.0,64.0,,8.0,3656.0,4800.0,2018-01-01,,0,57.65195497615318,11.999211113954342,57.125,Stallbacken
691,Gärdegatan 2E,2020-11-05,3295000.0,3670000,3.0,72.0,1.0,3.0,4347.0,8000.0,2015-01-01,6.0,1,57.676221473517664,12.00297600653503,60.375,Sörgården Östra
692,Ridspögatan 6A,2020-11-04,2295000.0,2470000,3.0,78.0,1.0,3.0,4132.0,3156.0,1967-01-01,3.0,0,57.646591237052334,12.009913021118273,52.97435897435897,Åby Västra
693,"Kvarnbygatan 51, Vån 6 / 6",2020-11-04,3680000.0,3960000,3.0,78.0,1.0,6.0,4239.0,6860.0,2017-01-01,6.0,1,57.65799096459551,12.030638827260775,54.34615384615385,Kvarnbyn Södra
694,Pinnharvsgatan 6C,2020-11-03,2195000.0,2470000,3.0,71.0,1.0,3.0,4447.0,4080.0,1970-01-01,3.0,0,57.66252780812119,11.991025530189972,62.63380281690141,Västerberg
695,Hedegatan 20,2020-11-03,3595000.0,4000000,4.0,106.0,1.0,,6485.0,15600.0,1987-01-01,,0,57.65267821005089,12.054410644616103,61.179245283018865,Glasberget Norra
696,Vänortsgatan 6 B,2020-11-03,2195000.0,2670000,3.0,67.0,1.0,2.0,4822.0,5088.0,1950-01-01,3.0,0,57.663312568820274,12.011605150515507,71.97014925373135,Stadshuset Södra
181,Kvarnbygatan 51,2020-11-03,,3850000,3.0,78.0,1.0,4.0,4046.0,6480.0,2016-01-01,,1,57.65799096459551,12.030638827260775,51.87179487179487,Kvarnbyn Södra
698,Gladiolusgatan 1 A,2020-11-03,1995000.0,2220000,2.0,53.0,1.0,,3522.0,4800.0,1967-01-01,,0,57.650883940855344,12.01623209019005,66.45283018867924,Broslätt Östra
699,Prytzgatan 19,2020-11-02,2295000.0,2295000,2.0,51.0,,2.0,3599.0,3000.0,1939-01-01,3.0,0,57.652180891156725,12.01406341344723,70.56862745098039,Broslätt Östra
700,Högenvägen 109,2020-11-02,2995000.0,2995000,3.0,87.0,1.0,2.0,4495.0,6600.0,2100-01-01,,0,57.6074162245673,12.058259615292426,51.666666666666664,Brattås Södra
701,Storgatan 22,2020-11-02,3995000.0,4660000,3.0,105.0,1.0,3.0,5816.0,5820.0,2001-01-01,4.0,1,57.65520049906908,12.009489334446227,55.39047619047619,Broslätt Västra
702,Ponnygatan 4b,2020-11-02,2495000.0,2575000,3.0,78.0,,1.0,5125.0,1944.0,1966-01-01,,0,57.646390587018495,12.01168962361635,65.7051282051282,Åby Västra
